ID,Artist,Track,Popularity,Acousticness,Danceablility,Energy,Key,Mode,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Time Signature
7BpEUnCvEqCULdHH4Ja3z8,Michael Praetorius,"Lo, How a Rose E'er Blooming",34,0.965,0.068,0.00224,5,1,0.973,0.0992,-44.868,0.04,0.0352,75.0,3
5qtV3IwzeXZFM3fVUR6kCo,English Traditional,"God Rest You Merry, Gentlemen (Arr. David Willcocks)",36,0.958,0.109,0.188,4,0,0.554,0.134,-22.663,0.0512,0.205,65.076,5
2j3zuWLXfmdbC8TNMY1Xmq,The Sixteen,Gaudete,39,0.962,0.533,0.455,2,0,9.75e-06,0.308,-25.194,0.0583,0.0957,124.038,4
5vZ8var6An9q8GdEVxmGKt,Traditional,Good King Wenceslas (arr. L. Woodruff),26,0.992,0.54,0.091,9,1,0.000639,0.0897,-30.42,0.0357,0.896,106.416,4
3iWzlc7GzsCbcJSyKzyksO,Elizabeth Poston,Jesus Christ the Apple Tree,33,0.992,0.234,0.0443,0,1,0.11,0.0704,-29.43,0.0672,0.0325,79.94,5
0G1CKUwK9u1UePpezzvFKC,Anonymous,The First Nowell,4,0.98,0.216,0.178,6,0,0.0135,0.124,-18.014,0.0391,0.0591,86.627,3
2bRYNOovUo8SH62mRUFexQ,John Rutter,Candlelight Carol,34,0.991,0.146,0.0918,6,1,0.263,0.104,-24.234,0.0456,0.13,83.346,3
2O8en4nuwOSMT87zldfRL4,Henry Gauntlet,Once in Royal David's City,43,0.985,0.0996,0.107,7,1,0.258,0.232,-25.508,0.0451,0.0785,78.798,4
0ojsWPPS8DtMbQB7oqqsr8,Royal Philharmonic Orchestra,Away in a Manger,19,0.937,0.231,0.131,6,1,0.0,0.109,-22.842,0.0492,0.0677,109.56,3
4RczjzqIjE7kOQOUk286Z8,Johann Peter Emilius Hartmann,"Julebudet til dem, der bygge",22,0.994,0.262,0.122,8,0,0.0152,0.159,-26.101,0.055,0.0839,70.743,3
31Yv2Go7cSNiSktwzFfjES,Gerald Custer,Balulalow,33,0.995,0.181,0.0607,2,1,0.806,0.0906,-25.486,0.0518,0.0365,136.937,1
0ctFpoyjVokzT891reP7G6,Traditional,In dulci jubilo,40,0.993,0.236,0.115,6,1,0.000833,0.141,-26.733,0.0518,0.225,122.889,4
1yNpSmehiprkTtJugX1UHo,Ben Parry,Jingle Bells (Arr. B. Parry),38,0.989,0.412,0.173,8,1,0.000869,0.0835,-24.007,0.0367,0.288,84.992,4
1PgtdNIE83A4NjTPIrhDru,Bob Chilcott,The Shepherd's Carol,2,0.98,0.187,0.0298,2,1,0.612,0.0916,-28.044,0.051,0.0395,121.827,3
5iYpHuC2kgavYPyAEu662D,John Tavener,The Lamb,5,0.989,0.133,0.0312,4,0,0.0287,0.12,-35.098,0.0463,0.0361,75.058,4
6M3OFxe8Za62DTNWG79pGc,John Henry Hopkins Jr.,We Three Kings of Orient Are (arr. J. Rutter): Three kings of Orient,35,0.954,0.188,0.0637,7,1,0.0241,0.0918,-25.368,0.0412,0.0738,81.203,4
4e8jlQuZB3dptd322ue2GK,The Real Group,Hark! The Herald Angels Sing - Live;2003 Remastered Version,30,0.865,0.301,0.147,6,1,0.000366,0.786,-13.982,0.0296,0.084,82.414,4
2roekNSpdmx4nCSs7GCwNP,Boris Ord,Adam lay ybounden,34,0.995,0.273,0.162,2,1,0.05,0.121,-22.109,0.049,0.219,66.836,4
0UFBuB1arDtnsmHNPFAd7N,Benjamin Britten,"Ceremony of Carols, Op.28: Balulalow",29,0.974,0.218,0.0113,6,0,0.0824,0.0904,-30.482,0.0447,0.0374,127.126,5
0NVgOr4EbHiCfYMM4WvgpA,Benjamin Britten,A Hymn to the Virgin,32,0.992,0.153,0.0334,4,1,0.273,0.152,-28.09,0.0415,0.035,79.008,3
0VEaXfuf4t4ntm683G1dJu,Traditional,There Is No Rose Of Swych Vertu,18,0.981,0.133,0.0109,7,1,0.0542,0.0878,-38.939,0.0528,0.0397,73.477,3
5X1jMQB7A7OgRYHbR8RrK5,Benjamin Britten,"A Ceremony Of Carols, Op. 28: Spring Carol",33,0.937,0.282,0.00549,2,1,0.000465,0.0838,-34.432,0.0504,0.119,63.006,4
6k0ZDWWWmlfgHKs2aceXGt,Traditional,O Little Town of Bethlehem,41,0.986,0.117,0.155,5,1,0.923,0.124,-26.307,0.0391,0.198,82.866,4
1m3O1VbEvRwgUqRmmF1PDa,Anonymous,O Tannenbaum,0,0.994,0.18,0.067,7,1,1.16e-05,0.147,-23.777,0.0471,0.259,175.968,3
6KYDbLBKkmN8JKbdKh7huv,Herbert Howells,A Spotless Rose,19,0.988,0.202,0.0803,9,1,0.00068,0.135,-30.913,0.0565,0.224,110.988,4
7raN5xL6fksTmUmkPsbP2N,Traditional,We Wish You A Merry Christmas (arr. A. Warrell for choir): A Merry Christmas,25,0.984,0.626,0.243,10,1,0.0178,0.107,-19.477,0.0356,0.508,81.504,1
3yNfSuueSuY2AYBIGVRuvJ,Peter Erasmus Lange-Muller,Gammel julesang,19,0.989,0.188,0.147,1,1,7.43e-05,0.0986,-21.259,0.047,0.092,80.709,5
1WA5av9UlqPNOKcaUdWbGM,John Williams,Somewhere in My Memory - Chorus & Orchestra Version,53,0.99,0.351,0.0767,2,1,0.341,0.0783,-21.396,0.0335,0.146,73.848,4
0qfEJwUKhHJkj4FKY9GH5V,Traditional,Coventry Carol,25,0.993,0.228,0.0167,7,1,0.019,0.0803,-35.549,0.042,0.0889,75.989,4
6szODYl48fqUUruLDd1mWi,Michael Praetorius,"Lo how a rose e'er blooming (Es ist ein Ros' entsprungen): Lo, how a Rose e'er blooming",27,0.991,0.235,0.0756,6,1,0.00971,0.108,-28.669,0.049,0.228,119.002,3
1VvBzbkNq1DcqhXR4XLEUJ,Traditional,The Truth from Above (Arr. R.V. Williams),19,0.992,0.165,0.0638,4,0,0.0183,0.087,-25.074,0.0569,0.0623,168.989,3
7akde5AsVb7qwHdPbU8m2Z,John Francis Wade,O Come All Ye Faithful,22,0.98,0.16,0.0799,7,1,2.08e-05,0.274,-22.346,0.0433,0.139,94.709,4
03hoxhb9QTw2jMyxlC05fM,Millennia Choir,Winter Wonderland,33,0.939,0.379,0.148,1,1,0.0,0.146,-14.999,0.0448,0.369,125.05,5
57lKCJHxa9IKtlzsaEFKVQ,Traditional,The holly and the ivy,46,0.987,0.275,0.0419,7,1,0.000705,0.0736,-28.252,0.0471,0.0673,97.655,5
50rROXBrkI47R1yd8uHPWy,The Real Group,The Christmas Song (Chestnuts Roasting),14,0.941,0.261,0.157,10,1,0.0,0.154,-10.697,0.0326,0.0397,111.195,1
26xDHbBu6uTFXp3mQ0rhTx,Edmund Walters,Babe of Bethlehem,18,0.976,0.372,0.00824,3,1,0.856,0.131,-35.602,0.0398,0.264,125.805,4
3wxqOA0cFQcxKJUPg5aUln,Francis Pott,Balulalow,0,0.99,0.103,0.0796,8,1,0.434,0.101,-24.236,0.0525,0.0395,71.317,4
0mckKt7m7LhaldB62PLWYx,George Frideric Handel,"Messiah, HWV 56, Pt. 1 (Ed. W. Shaw): No. 12, For unto Us a Child Is Born",21,0.9,0.441,0.143,7,1,0.00262,0.155,-21.068,0.0527,0.329,109.147,4
6tS6FhWXiso2VCfDT0jAuu,Michel Corrette,Quand Dieu naquit à Noël,35,0.945,0.458,0.126,6,1,0.0607,0.169,-20.756,0.032,0.3,91.844,4
5Cwhnz5p5JewVb6t5DlXgq,John Rutter,Shepherd's Pipe Carol,20,0.968,0.341,0.302,5,1,0.169,0.085,-17.273,0.0401,0.506,67.709,3
21XFOSb2keHZmdLYe14Css,Gregorio Allegri,"""Nasceris, alme puer""",0,0.994,0.0938,0.111,5,1,0.508,0.101,-25.021,0.0457,0.0563,78.317,4
3TxtkG6WuPSZgdikEAELue,Heinrich Schütz,"Heute ist Christus der Herr geboren, SWV 439",18,0.955,0.261,0.129,2,1,0.309,0.0729,-21.736,0.0429,0.139,125.671,5
219P7vGnXub8Qx4g0jGW6r,Thomas Helmore,"Veni, Veni, Emmanuel",19,0.989,0.233,0.0872,4,0,0.000812,0.224,-21.456,0.0535,0.0623,79.069,3
7epvartD3aZKAjokTUDiKF,Johann Peter Emilius Hartmann,Blomstre som en rosengård,17,0.993,0.252,0.17,4,1,4.07e-06,0.351,-22.032,0.0451,0.109,63.249,4
3yYsjvrLXnmN2eYK6IxLkO,Tomás Luis de Victoria,"Motet ""Quem vidistis, pastores - Dicite, quidnam vidistis""",0,0.993,0.114,0.219,9,1,0.737,0.0902,-20.711,0.0639,0.0434,70.143,5
16djCJhHKYQBHtfIybAyKv,Felix Mendelssohn,"Festgesang, MWV D4, ""Gutenberg-Kantate"": No. 2. (adap. W.H. Cummings as Hark! The Herald Angels Sing)",28,0.973,0.208,0.168,7,1,0.0,0.301,-18.377,0.0354,0.244,101.399,4
69B0tVTpyCbYIbVQKVj5Mi,Lowell Mason,Joy To The World,20,0.96,0.39,0.177,2,1,0.495,0.121,-18.1,0.0312,0.424,96.486,4
3bwKcXjfeAB5CX6vbUBuJG,Cecil Armstrong Gibbs,The Stable Door,32,0.984,0.203,0.0723,3,1,0.847,0.152,-26.752,0.0446,0.0393,93.777,4
1okViGDW2p7kUAYaoL2CGa,Eric Whitacre,Lux Aurumque,2,0.986,0.0783,0.0262,1,0,0.964,0.11,-28.431,0.0489,0.0241,71.984,3
43QhBswmugTj3S82i3u6WY,John Rutter,All Bells in Paradise,2,0.936,0.145,0.126,2,1,0.107,0.211,-25.889,0.0502,0.0391,77.899,5
7a572CzITbeN2veI1ptLwN,Mormon Tabernacle Choir,"Heavenly Father (Ave Maria, Op. 52 No. 6, D. 839)",26,0.982,0.0829,0.195,10,1,0.323,0.111,-21.698,0.0359,0.0705,83.686,3
5IH3g2BW7Jw5yRSMPyZTL4,Philip Stopford,"Lully, Lulla, Lullay",41,0.994,0.191,0.0485,5,0,0.901,0.0772,-30.312,0.0491,0.0619,85.596,3
1HE31bK2mDWeuYl2HfiOT0,Traditional,Here We Come a-Wassailing (Arr. J. Rutter),18,0.98,0.217,0.0944,4,1,0.858,0.32,-26.047,0.0369,0.295,95.951,4
1swcjfk363ehtLlrBlocnO,John David,Born on a New Day,35,0.978,0.229,0.0455,10,1,0.00659,0.0955,-26.392,0.0403,0.161,95.86,4
6VMtaMm3dHTt6NVUvLKNpC,Peter Warlock,Bethlehem Down,37,0.98,0.162,0.0167,2,0,0.0986,0.0868,-33.191,0.0422,0.0376,130.542,3
2HxO75cQo1QyBf3rI5dz6b,Traditional,Star in the South,17,0.991,0.202,0.0464,8,1,0.955,0.13,-30.526,0.0415,0.0657,133.986,3
38hF9dUI7oAVpsmhA205Ay,Tenebrae,The Oxen,25,0.991,0.111,0.0409,10,0,0.379,0.129,-30.187,0.0453,0.0513,165.575,5
5zOCleN9xd7Tqr6i2yVuOJ,Pérotin,"""Beata viscera Mariae Virginis""",0,0.994,0.287,0.0366,9,1,0.158,0.132,-25.95,0.056,0.0488,81.544,1
4cq3UHmjAmtMJEYkIxBNw6,The Sixteen,Alma Redemptoris Mater a 5,27,0.995,0.175,0.156,3,1,0.0334,0.106,-24.412,0.035,0.0367,78.871,4
6FCon2mijyzka4B3jq9VbR,Tomás Luis de Victoria,O magnum mysterium,33,0.996,0.204,0.1,10,0,0.319,0.125,-24.559,0.046,0.0379,130.146,3
08wgxw0B7smU77NhSjwRID,Eric Whitacre,Little Tree,32,0.988,0.148,0.238,10,0,0.539,0.0957,-15.929,0.038,0.0628,76.784,3
4SjyKHU2MD0MCTxch8P6x3,Musica Sacra,Welcome Yule,23,0.995,0.304,0.155,11,1,0.00216,0.343,-21.302,0.0436,0.649,116.468,5
0S0YKiEdR9cT9pYgEaTevF,Morten Lauridsen,O Magnum Mysterium: O magnum mysterium,46,0.991,0.0623,0.0116,2,1,0.445,0.0816,-27.893,0.0567,0.0331,65.057,3
3QKZnmoc786GFVzdQEQvcI,Michael Praetorius,Es ist ein Ros entsprungen,33,0.991,0.27,0.0913,7,1,0.0341,0.0519,-22.53,0.0407,0.253,92.639,4
0BVJL3uKlVSjTF6dclucdt,Christophe Beck,"Heimr Àrnadalr - From ""Frozen""/Score",43,0.994,0.162,0.0757,7,1,0.918,0.246,-24.192,0.0389,0.0554,145.34,5
2oP2CNXLq2MwZ1VTI75e7V,Traditional,"Angels, from the realms of glory",37,0.995,0.262,0.177,8,1,0.574,0.0665,-24.098,0.0492,0.199,130.216,4
5l8F71WY0kXRwBvx8J9ysa,Traditional,I Wonder as I Wander (arr. S. Pilkington for voice and choir),34,0.99,0.127,0.0765,5,0,0.0336,0.144,-26.394,0.057,0.0375,78.884,4
7x4ItZ816T9PIwafbKCp8c,Huw Watkins,Carol Eliseus,1,0.989,0.192,0.0885,0,0,0.35,0.0908,-29.116,0.041,0.0664,135.006,4
0FZJC2ONkPMSlQw8CBqwkI,Traditional,Tomorrow shall be my dancing day,34,0.981,0.341,0.0603,8,1,0.228,0.08,-24.108,0.0355,0.487,91.989,1
75IEMuEVl1AGPrOiCG1VFM,Arvo Pärt,Christmas Lullaby,2,0.978,0.161,0.0391,5,1,0.427,0.0832,-29.267,0.0449,0.0616,108.181,4
04VDc3NcKv3jwmUbM1xb0D,Anonymous ,Carol: Lullay: I saw a swete semly syght,35,0.995,0.184,0.0161,9,0,0.0825,0.103,-30.528,0.0598,0.0776,168.327,4
68PPhaGW7YDyrUrPAjdE4B,Gerald Finzi,A Lullaby,29,0.988,0.268,0.112,7,1,0.000923,0.129,-25.978,0.0431,0.201,107.995,3
3KU7Jx3pmSRhBUyFdDokhc,Halloran & Kate,Have Yourself a Merry Little Christmas,38,0.771,0.532,0.264,0,1,0.00111,0.0833,-9.164,0.0272,0.284,144.005,4
0fR1uozgyccviRsfFcNdTN,Luxury Lounger,Night Before Christmas - Cafe Noel Mix,24,0.0816,0.547,0.286,9,0,0.398,0.084,-12.896,0.025,0.106,90.027,4
7mGL768ytSW5Org78hkWai,Jannika Melda,Santa Claus Is Comin to Town,23,0.119,0.624,0.741,9,0,0.0722,0.299,-10.449,0.0479,0.612,164.006,4
0g3OO9x7d67ynDvh2L4ONz,DJ Classic Lounge,December Song (I Dreamed of Christmas),22,0.251,0.64,0.337,1,1,0.0022,0.0853,-11.968,0.0416,0.281,147.464,4
1whdERziurU5CTFKOfkEsW,Cortex Cure,I Wonder As I Wander,0,0.0155,0.73,0.275,5,1,0.86,0.207,-13.476,0.0917,0.326,169.981,4
41IUBh2iwD73MYwaV9JWRg,Hifi-Snobs,Snow - Icy Mix,0,0.159,0.674,0.556,5,0,0.831,0.0824,-9.741,0.0288,0.542,91.988,4
1aXOMlopS6DjR3jN5yknt4,Pauwie Isaac,Last Christmas - Lounge Version,23,0.189,0.849,0.516,0,1,0.052,0.0999,-11.776,0.0428,0.487,99.997,4
3D6o5xTJ7HkGX58cPzrevw,Lemongrass,Frozen Boy (feat. Jane Maximova),0,0.493,0.595,0.535,8,0,0.476,0.235,-9.323,0.0387,0.274,140.948,4
0yKOSqycKNIkuOZm7jtQas,Tamar Braxton,Merry Christmas Darling,25,0.437,0.517,0.382,7,1,0.0,0.298,-8.339,0.0444,0.305,72.964,4
3ingOOSbXkje6anU1uJorh,Christmas Jazz Trio,It´s Beggining To Look A lot Like Christmas,22,0.898,0.481,0.127,4,1,0.922,0.107,-21.087,0.035,0.505,83.904,4
7tp6ZpWWADwStG8tsFzcIz,Ms. Jones and the Fireflies,It´s Christmas (When the Snow´s Falling Down) - Wrapped in Red Mix,21,0.825,0.434,0.253,10,1,0.0,0.246,-10.623,0.032,0.447,183.419,4
16ByZ2dOK9pLmIxHvjRiwM,Wedin/Mia/Barfalk,Do They Know It's Christmas - Lounge Version,20,0.0403,0.726,0.569,0,1,7.42e-05,0.272,-8.12,0.0276,0.341,114.992,4
3XKObJA1lXxLTiu8wtxfE7,Holiday Inn,We Three Kings,19,0.86,0.469,0.0863,1,0,0.956,0.114,-17.876,0.0358,0.249,88.017,3
368nOlq8nWujaWuesXb0V3,Anthony Hathaway,Happy New Year - Chill Out Version,20,0.0678,0.59,0.539,9,1,3.73e-06,0.195,-10.177,0.0279,0.412,134.044,4
0ARIK7lhVlR0lD1f99Nk47,David Arkenstone,The Coventry Carol,0,0.909,0.555,0.133,9,0,0.936,0.106,-17.913,0.0282,0.112,95.021,3
2ylGCuU9EWgBSzrZDLiwNO,Holiday Music Ensemble,We Wish You a Merry Christmas,19,0.742,0.488,0.39,5,1,0.825,0.0888,-15.726,0.0311,0.229,170.009,3
12OKBDZlcoFPP8VcJezk4u,Bruce Antoine,Silver Bells,29,0.718,0.602,0.199,8,1,0.395,0.121,-16.744,0.0392,0.248,79.833,3
0YclEyNfX8H4CZBQXyWqGu,Tierra Negra,O Tannenbaum,19,0.992,0.685,0.0598,8,0,0.944,0.112,-15.704,0.0641,0.116,88.014,3
43HJlrfq9VPjj4Vem7fVk8,Ubrittz,All I Want For Christmas - Lounge Version,19,0.397,0.602,0.431,0,1,2.91e-05,0.0984,-8.384,0.0433,0.18,139.968,4
6ZPOvM7va4u8sOdgz6iObD,Chris Marx,Jingle Bells - Lounge Version,20,0.505,0.722,0.562,2,0,0.427,0.245,-8.676,0.0412,0.626,90.022,4
0v71bw3ZHUJEDfcCdkGxZM,Smooth Club Deluxe,Sleigh Ride,0,0.133,0.523,0.714,2,1,0.937,0.0969,-6.557,0.0292,0.861,140.021,4
6Bxxx4H45i0ybRDjYYTn4h,H.G.,Silent Night - Chill Out Version,20,0.692,0.59,0.564,7,1,0.885,0.145,-10.36,0.0362,0.593,76.999,4
7Fjtff3YSlKILkQtIoNbS1,Crystal Theory,Blue Christmas,19,0.261,0.511,0.638,7,1,0.0567,0.0846,-10.809,0.0393,0.375,171.907,4
1CjMj81Td1RdyZYqdFIs0H,X-Mas Lounge Club,Wonderful Christmastime,18,0.686,0.507,0.483,10,1,0.36,0.366,-8.746,0.0243,0.363,74.984,4
6dLV3gbgjhEdTCXKP8Gu5I,Nordic Relax,I'll Be Coming Home For Christmas,20,0.599,0.557,0.374,0,1,0.0,0.117,-9.893,0.0324,0.283,135.836,4
6F3rqObZhYBbBdOHE2bPMU,Groovy Waters,The Little Drummer Boy,20,0.277,0.689,0.51,9,1,0.659,0.165,-10.09,0.0361,0.359,140.063,4
3uQT5IFJlLhGnBQlW9tAex,E.Bessman,White Christmas - Chill Out Version,21,0.0525,0.506,0.574,0,1,0.0966,0.293,-9.375,0.0257,0.159,79.996,4
6QBr59Ln1VI8Te5ykWnnWA,Lounge Café,Christmas Girl - (Christmas Lounge Mix),17,0.268,0.677,0.479,10,1,0.0879,0.186,-11.925,0.0324,0.232,89.997,4
58mrwNV9J2daWBMzV1EYti,Heavenly Spirits,O How Joyfully,17,0.107,0.522,0.785,0,1,0.955,0.303,-9.364,0.0272,0.801,90.009,4
5zU0hEhtggtusHTu2xyFcN,Angel Voices,Ave Maria - Las Vegas Lounge Mix,17,0.87,0.586,0.446,0,1,0.707,0.365,-11.43,0.0259,0.233,108.008,4
5dRvwdD5ZwI0cpbZRovhyd,Matthias Sauer,Gloria in Excelsis Deo (Ehre Sei Gott in Der Höhe) - Chill Mix,16,0.92,0.653,0.306,0,1,0.888,0.082,-15.016,0.0465,0.405,114.011,4
0cmcJI0eWz86AfFRrESepy,Crystal Theory,The First Noël,18,0.00489,0.708,0.488,7,1,0.0534,0.0993,-11.742,0.0318,0.68,142.013,3
4GKYIff3L2v3V9a6NRPbjw,Jarla Tamina,When a Child Is Born - Unprofane Vocal Mix,16,0.725,0.681,0.516,10,1,0.681,0.11,-11.257,0.0262,0.468,120.002,4
6kNwlK5PRVBq1ECZLnRXqo,Jupiters Dream,Del Mar Christmas Bells - Jingle Bells Christmas Chillout Intro Mix,17,0.0107,0.224,0.305,0,1,0.928,0.0576,-13.912,0.0302,0.039,89.845,4
2OxsWsCOcwmwLvxCpdGYs7,Justin Lovemaker,Wrapped in Red (My Heart for You) - Christmas in the Trees Mix,15,0.952,0.492,0.184,0,1,0.912,0.121,-14.761,0.0311,0.119,79.982,4
55r6oRyhTwlyZzpRazlWzc,Gama,The Christmas Song - Chill Out Version,19,0.539,0.757,0.318,9,0,0.577,0.132,-12.948,0.0716,0.274,129.97,4
0atZVev6dRzPmSW7Pv7BJ3,Spa,Christmas Breaks,21,0.992,0.43,0.0305,2,0,0.932,0.126,-23.019,0.05,0.0659,136.472,4
1XgwrxB4fqUfxMhutA76FS,Hypnomusic,"O Come, All Ye Faithful",18,0.18,0.565,0.554,8,1,0.467,0.121,-11.14,0.0295,0.838,149.941,4
2BLAf0QHW0nTmm4zx9rqAg,Christmas Music,In the Bleak Midwinter,19,0.995,0.0,0.0398,5,1,0.964,0.114,-23.632,0.0,0.0,0.0,0
3OuTnWTn0DuasWnaLYOxsQ,Silver Bells Cafe,Wintersong - Sarah Loves to Chillout Mix,16,0.907,0.371,0.222,8,1,0.963,0.0987,-18.903,0.0321,0.101,150.061,4
69UIWXDI98PWicce4bvciA,Kora3000,Christmas Booze - Extended Piano Jingles Mix,16,0.876,0.594,0.293,9,1,0.0743,0.0772,-10.567,0.0391,0.298,138.136,3
6Rn4iLkZDleCNK0PXEPN2l,Musical Spa,Carol of the Bells,18,0.976,0.43,0.154,9,0,0.87,0.0915,-14.865,0.0519,0.108,138.37,1
1Ow7ChweDHDgVT5SgjHstI,Crystal Theory,"Rudolph, The Red-Nosed Reindeer",17,0.08,0.57,0.614,2,1,0.0738,0.0971,-10.872,0.0286,0.454,90.002,4
09zrZDXL31J4iNWoyzp4Mj,Chill Out Angels,O Little Town Of Bethlehem,17,0.0441,0.7,0.474,4,1,0.942,0.103,-15.144,0.0286,0.254,127.984,4
10CSNKYGQXyiuzqhuxmudB,Thomas Daniel,Where Are You Christmas,38,0.844,0.506,0.17,7,1,0.0,0.142,-10.212,0.0287,0.0856,108.676,4
1FGjeADX8GpNL14im1sXG4,Nordic Relax,Fairytale Of New York - Chill Out Version,19,0.987,0.584,0.0459,10,1,0.78,0.088,-17.327,0.0319,0.0896,109.868,4
02uMHaAzIPAc1jkqL5OLFn,Blue Street Players,Let it Snow,40,0.936,0.62,0.206,1,1,0.0,0.106,-9.611,0.0289,0.327,90.441,4
4l4M3KN2MOAWA8svP8rAlE,Bing Crosby,"White Christmas - From ""Holiday Inn"" Soundtrack",4,0.933,0.215,0.195,9,1,0.00313,0.212,-15.8,0.0442,0.181,76.583,4
4jEPPDRZOTIe5o3JYATkpD,Scotty McCreery,Christmas In Heaven,1,0.617,0.496,0.525,0,1,4.65e-06,0.108,-5.644,0.0235,0.254,80.958,4
24UnvpmWqFDCDFKbIq3c1A,Carola,"Go, Tell it On the Mountain",26,0.772,0.444,0.426,1,1,0.0,0.0918,-9.108,0.114,0.363,109.118,4
3wt97Hiskwu3njhHa9l015,Alabama,Tonight Is Christmas,26,0.14,0.569,0.402,9,1,1.04e-05,0.386,-7.765,0.0278,0.298,130.28,4
1hMssYcsTE1g0UyG61dzys,Vince Guaraldi,Christmastime is Here,25,0.917,0.373,0.259,4,1,0.0,0.107,-10.576,0.0293,0.142,139.867,3
4pxmvilh6BeKQUWvTWyxET,Clannad,Christmas Angels,28,0.821,0.25,0.411,7,0,0.000132,0.122,-11.696,0.0334,0.11,118.947,4
0rl0NdmWkfcteigdENiScO,Ingesund Christmas Ensemble,Bring Out The Joy,23,0.36,0.678,0.782,8,1,0.0,0.375,-6.018,0.044,0.44,117.988,4
5JH69cpVuTUz8LX13ipMZr,Annie Lennox,Universal Child,4,0.778,0.514,0.174,0,1,0.0,0.116,-11.976,0.0258,0.142,78.013,4
7rmVPRMKvV2QuT2GDTJFxa,Nadine,Falling In Love At Christmas,1,0.406,0.315,0.539,10,1,0.0,0.0811,-8.805,0.0388,0.323,139.979,4
45FGTV5mfJ7cPAyWzRVnv6,Melody Club,I Don't Believe In Angels,1,0.000274,0.485,0.86,10,1,2.11e-06,0.34,-5.305,0.0359,0.51,119.971,4
3zOmIcj0Ziz1HeIVx3V4gA,Barbra Streisand,O Little Town of Bethlehem,1,0.988,0.208,0.0954,1,1,0.00877,0.0783,-20.057,0.0433,0.155,161.42,3
7lBqJ9ktZ3CQBYx9Pjy6Ll,Anna Sahlene,This Christmas,21,0.632,0.49,0.394,9,1,0.0,0.0947,-8.103,0.0309,0.286,119.468,3
4IfLr64AO9UZjGyccPfKQW,Glasvegas,A Snowflake Fell (And It Felt Like a Kiss),29,0.861,0.436,0.448,7,1,0.00199,0.208,-8.641,0.0287,0.379,106.199,4
7LKjjOiFbjez134c5IXvAc,Mando Diao,Christmas Could Have Been Good,1,0.0183,0.455,0.735,7,1,0.0,0.173,-5.636,0.0288,0.461,170.063,4
2uKCLBowCQVDhjAnp152Xd,Nat King Cole,O Tannenbaum - Remastered 1999,33,0.499,0.306,0.198,3,1,0.000457,0.149,-13.996,0.0293,0.259,75.28,4
0F2o0i9Qg7lFU9unvIPzvi,Wham!,Last Christmas,56,0.252,0.753,0.649,11,0,0.0,0.413,-6.696,0.0283,0.857,106.84,4
2yI2QOzKWA16sYcabn0ifA,Elvis Presley,Silent Night,1,0.956,0.292,0.0776,10,1,0.0399,0.109,-17.458,0.0345,0.159,113.978,5
6GT3PBKUAe0rLM8YKYh1Dw,Whitney Houston,Joy to the World,3,0.433,0.318,0.815,1,1,0.0,0.129,-4.291,0.0909,0.348,85.921,4
4QiCcUFSFT505muZfWJvn9,Céline Dion,Don't Save It All for Christmas Day,7,0.412,0.34,0.599,3,1,0.0,0.271,-5.713,0.0413,0.124,107.872,3
0F2tl2H9ryg2vHQgWsjxEV,She & Him,The Christmas Waltz,4,0.905,0.559,0.106,0,1,0.00495,0.268,-12.976,0.0379,0.321,113.231,3
1R7XAC26tgDaa7SRG4HaPo,Britney Spears,My Only Wish (This Year),17,0.17,0.668,0.715,0,1,0.0,0.185,-8.013,0.0269,0.673,147.081,4
2hQZqIq1fyes9UbqrTJNd5,Love Unlimited,It May Be Winter Outside (But In My Heart It's Spring),2,0.291,0.511,0.504,0,1,1.5e-06,0.169,-12.07,0.0528,0.485,121.418,4
5Aky21wFrbTmm90wcvua4o,Kylie Minogue,Santa Claus Is Coming to Town (feat. Frank Sinatra),43,0.555,0.465,0.536,10,1,0.0,0.232,-6.719,0.0413,0.595,142.202,4
1o3WjpkKeHC4LcVmOhIt6j,The Pogues,Fairytale of New York (feat. Kirsty MacColl),21,0.582,0.271,0.551,2,1,4.16e-05,0.256,-7.48,0.0457,0.428,78.111,4
2QDy3lp5WQDMNhlurSFhHM,Mary J. Blige,The First Noel,38,0.594,0.424,0.439,1,1,0.0,0.266,-7.88,0.0311,0.346,86.886,4
7faDzZnZYqTyYThx2sbHVQ,Frank Sinatra,Mistletoe And Holly - Remastered 1999,66,0.804,0.607,0.103,9,1,0.0,0.076,-14.405,0.0404,0.341,110.378,4
5CeCrOVIsgHFzkT93NeGil,Elvis Presley,Blue Christmas,2,0.836,0.495,0.297,4,1,2.72e-06,0.21,-13.711,0.0343,0.604,94.983,4
0KjRajKMXowSKCE2LEfXuE,Bon Jovi,I Wish Everyday Could Be Like Christmas,0,0.043,0.335,0.513,9,1,0.0,0.28,-10.768,0.0294,0.457,183.506,3
2wn8YPk70GS51JykXxRz7T,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,1,0.838,0.484,0.268,1,1,0.0,0.371,-13.366,0.0411,0.644,134.776,4
1zeAcMiGowGXerf0afptpq,John Lindberg Trio,Christmas All Over Again,22,0.585,0.585,0.604,0,1,0.00291,0.2,-9.766,0.0306,0.553,121.531,4
7JHUt0Zc6KHE8hWNbSO5op,Sarah Dawn Finer,Maybe This Christmas,2,0.735,0.505,0.206,9,1,1.29e-05,0.38,-15.355,0.0322,0.185,143.849,4
